                                                  review  stars
29152  "My husband and I have been here twice for lun...    4.0
29153  "Wow, incredible banana and pecan French toast...    5.0
29154  "Mon Ami Gabi why did your hamburgers used to ...    5.0
29155  "Excellent pho. And very large, if you ask for...    4.0
29156  "Hidden away, just off The Royal Mile this cos...    4.0
29157  "Terrible service. Bartenders were extremely s...    1.0
29158  "I went on a friday night and it was empty ins...    2.0
29159  "Much better than the frozen variety.  Sort of...    3.0
29160  "I didn't love this place as much as I'd hoped...    3.0
29161  "First off, we come here often and have enjoye...    1.0
29162  "I have to say I've been a bit disappointed wi...    2.0
29163  "We loved it here nice service, place, prices ...    5.0
29164  "The service was extremely slow.  People seate...    1.0
29165  "I'm going to have to say it's one of the bett...    5.0
29166  "I would really recommend this restaurant to a...    4.0
29167  "I had to bring my rating down to 3 because of...    1.0
29168  "I love this restaurant. Food always comes qui...    5.0
29169  "My first review - woohooo!!!!. . ....sadly, i...    3.0
29170  "Great coffee, sweets, and quiche! . I never n...    5.0
29171  "I've been here a few times and probably won't...    2.0
29172  "Great place! Went here with my boss and co-wo...    5.0
29173  "Went for lunch today. Got the cheese burgers ...    4.0
29174  "Yikes! Reading the other reviews here, I'm wo...    2.0
29175  "We dined there today at 3:45 and had an inter...    3.0
29176  "My daughter and I prepared a surprise video f...    5.0
29177  "Second time in a row they messed up our order...    1.0
29178  "We come here regularly especially during foot...    5.0
29179  "Sounds redundant, but hands down best NY pizz...    5.0
29180  "Great atmosphere.  Awful food.  Everyone look...    2.0
29181  "I've never had a bad meal at Mozza. That, to ...    4.0
29182  "The ambiance of this place is very comfortabl...    5.0
29183  "I've been to Six Pence several times and I ju...    3.0
29184  "Always good, friendly service, ok, plain food...    4.0
29185  "My husband and I ate at the bar last night fo...    4.0
29186  "Came here on a Thursday morning with the boyf...    1.0
29187  "food items, such as the broccoli and cheese b...    1.0
29188  "I'll just add my 2 cents on how fun, happenin...    5.0
29189  "After reading other reviews, I guess I didn't...    4.0
29190  "It's true : Having grown up in California, I ...    1.0
29191  "HHH! (Happy Hour Heaven!) Lots of different a...    5.0
29192  "On our trip to AZ we had to stop by here. We ...    5.0
29193  "Sat right away, drinks are large an made perf...    4.0
29194  "The ambience is upper class and fancy, and th...    2.0
29195  "This is the second time I've been to this pla...    4.0
29196  "I LOVE thai food but I have tried this place ...    1.0
29197  "Well, "Yay" I WAS a fan.   As regulars who vi...    1.0
29198  "I am so disappointed with this restaurant in ...    1.0
29199  "Service was seriously on point. Amazingly fri...    5.0
29200  "One of my good friends, her sister from back ...    5.0
29201  "My husband and I got some great news today an...    4.0
29202  "It's a little on the pricey side but they do ...    4.0
29203  "Order wings, and onion rings as an appetizer,...    3.0
29204  "Everything you've heard about this spot is tr...    5.0
29205  "Food was great but showed up at 12:00 on Sund...    3.0
29206  "This place under-promised and over-delivered....    5.0
29207  "I would probably rate it a 4.5. I had been ey...    4.0
29208  "Went for brunch on what was a very busy morni...    2.0
29209  "This place is definitely below average and it...    2.0
29210  "Food is good and usually consistent. Most thi...    2.0
29211  "Love the Italian and cheese steak. The Italia...    5.0
29212  "i would consider moving to tempe just to eat ...    5.0
29213  "Food great, pricing a bit high with so much c...    3.0
29214  "Always understaffed. Doesn't help when their ...    1.0
29215  "I grew up going to the original Lube located ...    3.0
29216  "One of the best Vegas experience ever. Talk a...    5.0
29217  "Excellent Scottish bistro located just off Qu...    4.0
29218  "After first eating at Vino's in September 201...    2.0
29219  "Super cute place with yummy food and drinks!....    4.0
29220  "My experience at the Yard reminds me of the S...    2.0
29221  "Only gave three stars because the hostess wou...    3.0
29222  "We had heard this was an exceptional place to...    1.0
29223  "Staff is great! Lots to choose from and wasn'...    4.0
29224  "Love their chicken & waffles!!  We ate there ...    5.0
29225  "Wow! Super tender, fresh, perfectly cooked ca...    5.0
29226  "Food is very good. Coffee is good and served ...    4.0
29227  "Totally enjoyed this Mediterranean experience...    5.0
29228  "Firstly I have no idea how a restaurant named...    2.0
29229  "If you come here, order the number 1 noodle, ...    4.0
29230  "Just perfect Foie Gras. The service is incred...    5.0
29231  "I love this place! People are very friendly a...    5.0
29232  "Up to now the customer service has been good....    1.0
29233  "Amazing!. . After being in the madness of the...    5.0
29234  "This place provides a wholesome breakfast/bru...    5.0
29235  "I didn't catch the bad reviews before my fami...    1.0
29236  "I've giving it four star for nostalgia. The f...    3.0
29237  "Pinkerton's is really something special. A gr...    4.0
29238  "After reading all of the glowing reviews of N...    4.0
29239  "My husband and I love this place. The sashimi...    5.0
29240  "Was craving quality Mexican food like my favo...    4.0
29241  "I have been a customer at a variety of differ...    1.0
29242  "This place is always busy. Its clean and mode...    5.0
29243  "If you remember and like the television serie...    5.0
29244  "The worlds #1 buffet? - very deserving title....    4.0
29245  "First time in Vegas and it was first stop in ...    2.0
29246  ""Never judge a book by its cover". This is on...    5.0
29247  "This is our first experience in a karaoke bar...    5.0
29248  "Above the T&T supermarket on the second floor...    3.0
29249  "Great Dogs !!   Even better spot to people wa...    4.0
29250  "It's so nice to have a local donut shop! The ...    5.0
29251  "I had lunch here with my husband.  I'm a big ...    4.0
29252  "This place is unique, maybe the most unique r...    5.0
29253  "Great hole-in-the-wall coffee shop with good ...    4.0
29254  "Always a good meal. It's not inexpensive and ...    4.0
29255  "Came here for Taco Tuesday and LOVED it! The ...    5.0
29256  "This place is awesome, the owner Oliver is su...    4.0
29257  "The only thing i liked was the waffle fries a...    4.0
29258  "My wife and I stopped by here when we first a...    4.0
29259  "It is so true that often after eating sushi I...    5.0
29260  "If you have an out of state id, they might re...    1.0
29261  "I have two foodie weaknesses: . . 1. Restaura...    4.0
29262  "I didn't even know this was here until Yelp. ...    3.0
29263  "Good, fast and lots of variety! Would definit...    4.0
29264  "Two simple dishes, fish and chips and a small...    3.0
29265  "Very good turkey and cranberry sandwich.  All...    5.0
29266  "First time visit and hoping for good times. S...    4.0
29267  "Food is excellent. I am strangely obsessed wi...    5.0
29268  "THE BEST Teppan in Vegas... Friendly service....    5.0
29269  "Good food, good quality, long line ups. . . F...    3.0
29270  "You can't go wrong with whatever you choose o...    5.0
29271  "The menu had many interesting bar food items ...    3.0
29272  "I learned about Little Sister through blogTO'...    3.0
29273  "I'm going to keep this short and sweet:  I fe...    5.0
29274  "originale... si.... . .  ein italiener wie ma...    5.0
29275  "I came here while I was staying at the hostel...    4.0
29276  "The name threw me off!  For a long time I tho...    4.0
29277  "Why does this this bar have so many 4 and 5-s...    2.0
29278  "At an intersection dominated by two of the wo...    4.0
29279  "Went twice in two days. I am Impressed.. . Th...    4.0
29280  "Arrived in Phoenix on a Sunday afternoon to a...    4.0
29281  "Tasty! Very tasty! Ok so I've never been to t...    4.0
29282  "Man, I miss Schwartz's smoked meat. It's been...    5.0
29283  "I am in heaven any time I get to eat here!! W...    5.0
29284  "Yous wanna go haves onna pie?. . This place h...    5.0
29285  "First off, this place is very Korean for a Ja...    5.0
29286  "Ok so where do I start. I come here every yea...    1.0
29287  "Was really happy to find a Thai place that de...    4.0
29288  "This is a hidden gem! It is in a strip center...    5.0
29289  "Great food!  The best we've had in NC.  The f...    5.0
29290  "Just had dinner very good food service was ve...    4.0
29291  "Man the food here is delicious! It's straight...    4.0
29292  "This place is deceptively bad. On surface, ev...    3.0
29293  "This place is as good as just about everyone ...    4.0
29294  "I am officially in LOVE! We went here for my ...    5.0
29295  "Very crowded on a weekday morning, so we had ...    4.0
29296  "Some of my friends were raving about this pla...    3.0
29297  "Great food service and vibes! Love this place...    5.0
29298  "I got really bad food poisoning from here Fml...    1.0
29299  "Everything was amazing!!! The sauces were dif...    5.0
29300  "Mon Ami Gabi is a French bistro located in th...    4.0
29301  "I had an orgasm while eating Tony's roll, the...    5.0
29302  "Another great place to take a group of people...    4.0
29303  "Best Pizza and Antipasto Salad in town! Bonus...    5.0
29304  "I didn't want to come here because the word T...    4.0
29305  "4 Stars. . Our reservations were for 7:30, pa...    4.0
29306  "When for lunch a few weeks ago. I ordered the...    1.0
29307  "I really love this place. Beer selection is e...    5.0
29308  "We came here for the Diamondbacks Home Opener...    2.0
29309  "This review is meant to be highly useful to y...    1.0
29310  "A quaint well hidden spot hidden inside the c...    5.0
29311  "My favorite spot to have breakfast in Las Veg...    5.0
29312  "I loved the .99 cent shrimp cocktail! Shrimps...    3.0
29313  "The food...especially the tortas and the ques...    5.0
29314  "A coworker and I were ignored by the staff an...    1.0
29315  "Arrived to the Wynn pretty late at night, I w...    4.0
29316  "I like that this place is conveniently close ...    4.0
29317  "I have seen this place go downhill over the y...    3.0
29318  "Awesome German food, little pricey but the be...    5.0
29319  "The food is really good and really expensive,...    2.0
29320  "Ate here after eating at the one on Spadina. ...    5.0
29321  "Arrived early wait wasn't bad for a Friday ev...    2.0
29322  "For an airport bar, not too shabby!. . This i...    4.0
29323  "I just left from here and I don't know what y...    1.0
29324  "This place is fantastic! It is a bit of a hid...    5.0
29325  "Vegas can be expensive, but you need to know ...    4.0
29326  "I eat here at least once a week and never tho...    5.0
29327  "Food was amazing! I had the Calabrian pizza, ...    5.0
29328  "I am not a huge Korean food fan (it's ok but ...    3.0
29329  "Awesome food !  We had 3 dishes and each one ...    5.0
29330  "I've been giving this place the benefit of th...    1.0
29331  "Do not confuse the 5 stars for fine dining. Y...    5.0
29332  "Nothing hot or ready. Personally watched a gu...    1.0
29333  "I love this place, we have been going for a w...    5.0
29334  "I thought they did a good job with my food, a...    4.0
29335  "For a small stand-alone shop I was expecting ...    2.0
29336  "Good but not great slices of pepperoni pizza....    3.0
29337  "I give them a three, but we have had service ...    3.0
29338  "Great service, and a reasonably priced lunch ...    3.0
29339  "Wow.  What a difference from their downtown C...    1.0
29340  "The menu here is pretty much the same as the ...    4.0
29341  "Just had a birthday lunch for my wife's 50th ...    2.0
29342  "I have been dying to go here for literally ye...    5.0
29343  "Okay okay, I know a lot of people who have re...    4.0
29344  "Great beer cheese dip.  Irish Stew and corn b...    5.0
29345  "Panera is always a great option for lunch. Th...    5.0
29346  "This place remind me of typical ramen shop in...    4.0
29347  "Came here for dinner with a few friends. AMAZ...    5.0
29348  "We were in town and were tired of the hotel f...    3.0
29349  "Let me start off by saying, I am not new to t...    5.0
29350  "I have driven past this place a million times...    2.0
29351  "Ok only went through drive through and got so...    3.0
29352  "It's very busy breakfast joint !. The service...    5.0
29353  "This place is really good! We loved everythin...    5.0
29354  "It was recommended to me by several coworkers...    3.0
29355  "Friendly and cheaper than places like Librett...    3.0
29356  "The absolute WORST Customer Service I have ex...    1.0
29357  "Got dragged in today by my friend cause she w...    2.0
29358  "Very flavorful! Best is gutti vankaya eggplan...    4.0
29359  "The chicken here is amazing! Can't say the sa...    1.0
29360  "This place is alright.  An old Taco Bell conv...    3.0
29361  "I ate here yesterday and the food was delicio...    5.0
29362  "The pad thai here was so good! The California...    5.0
29363  "The setting is plain.  The food ordinary.  I ...    2.0
29364  "I recently stumbled on this place and love it...    5.0
29365  "J'ai célébré mon anniversaire à ce resto en 2...    4.0
29366       "Pretzel bread and crab bisque are AMAZING!"    5.0
29367  "The best meal I've had from a restaurant in a...    5.0
29368  "I had no idea that Over Easy was hyped up fro...    3.0
29369  "So, okay, The Turf isn't an "authentic" pub -...    3.0
29370  "Hair in food and it wasn't mine...., enough s...    1.0
29371  "Very cute and comfortable spot for some delic...    5.0
29372  "Came here for late night drinks on Halloween....    4.0
29373  "This place is absolutely fantastic! I've been...    5.0
29374  "For the lunch crowd, I believe Sai Sushi is g...    4.0
29375  "I love breakfast foods and definitely eat alo...    5.0
29376  "Their huge wooden doors and the "MeNami" in m...    3.0
29377  "Awesome!  We stopped here by chance and boy a...    4.0
29378  "Ate here on Friday night, so yummy! We ordere...    4.0
29379  "i went here will not go back. went with a par...    1.0
29380  "Place de choix pour les amateurs de Thali!!! ...    4.0
29381  "Quite possibly the best Italian hoagie and Su...    5.0
29382  "Nachdem wir auf der Suche nach einem 'schwäbi...    5.0
29383  "Really tasty food, excellent service and nice...    5.0
29384  "Very disappointing lunch buffet! Was here for...    2.0
29385  "This restaurant is absolutely fantastic. The ...    5.0
29386  "This place has been around awhile, and I thin...    4.0
29387  "I worked here as a bartender a few years ago....    1.0
29388  "I recently moved and live really close to LGO...    5.0
29389  "My sister & I were in the area yesterday & de...    2.0
29390  "Really great tacos here, and almost authentic...    5.0
29391  "Allgemein. Meine Frau und ich, waren vor kurz...    5.0
29392  "Food was okay, unfortunately the service is t...    1.0
29393  "Consistently delicious and authentic thai foo...    5.0
29394  "Went here the other day with my family and we...    3.0
29395  "Finally had the chance to try lolos chicken a...    2.0
29396  "Winchells has the best donuts in my opinion. ...    5.0
29397  "I ordered pizza to be sent to my wife for her...    1.0
29398  "I must after my not so pleasant experience at...    1.0
29399  "A friend introduced me to this restaurant and...    5.0
29400  "I've had two visits here, having just the pad...    3.0
29401  "I ordered the seafood salad. Perfectly season...    4.0
29402  "Food Network has over the years eliminated in...    2.0
29403  "We visit all the "cool" places when we go on ...    2.0
29404  "I'm a fan! They have good pita which is baked...    4.0
29405  "I have had this book markedfor almost a year ...    4.0
29406  "I was hesitant to try this place because of t...    4.0
29407  "went there for dim sum all three times. I hav...    4.0
29408  "Fresh Bagel sandwiches are the best! Coda B w...    5.0
29409  "Our experience was the reverse of some the ot...    2.0
29410  "Restaurant: Chako BBQ. Cuisine: Korean/Japane...    3.0
29411  "Found my new favorite Vietnamese eatery today...    5.0
29412  "Love it the sandwhiches, havent tried the piz...    5.0
29413  "4.5!!!!. . I had been wanting to try Soho for...    3.0
29414  "This place is so nice LOVE the look and its n...    5.0
29415  "This place rocks! Really good burros and chip...    5.0
29416  "This place was okay.  It wasn't great, but it...    3.0
29417  "Save yourself some money and go somewhere els...    2.0
29418  "We think this place is the best local Chinese...    5.0
29419  "Bww has good food for a chain.. Great place f...    4.0
29420  "Honestly a terrible experience from the get g...    1.0
29421  "The food was good. . . The service needs a lo...    1.0
29422  "Alright food, great service.  Sit in the bar ...    3.0
29423  "I don't normally post often but this place is...    1.0
29424  "Finally had the chance to try out this buffet...    3.0
29425  "I still very much enjoy this place but my lov...    4.0
29426  "Great spot. I've been a dozen or so times and...    5.0
29427  "Full disclosure: My last visit (probably visi...    3.0
29428  "Oh Over Easy, you taco bell looking motherfuc...    2.0
29429  "Both food and decor were pleasing but the ser...    1.0
29430  "Okay, first off let me say that i am going to...    5.0
29431  "Great food! Family friendly and service was a...    5.0
29432  "Yum!  I can't wait for another trip from Chic...    5.0
29433  "One of my all time favorite places in Charlot...    5.0
29434  "Delicious Food, excellent service, nice wine ...    5.0
29435  "I feel a little funny granting five stars, si...    3.0
29436  "I realized I have just been leaving reviews f...    5.0
29437  "Very diappointed. I ordered beef salad with n...    1.0
29438  "Delicious food! So excited about the new loca...    5.0
29439  "SBC VEGAS SERIES: 11 of many reviews. When yo...    3.0
29440  "Ordered twice here and everything was not aut...    1.0
29441  "Visited Penguin Drive in today with my son ba...    1.0
29442  "My wife and I came here for lunch the other d...    5.0
29443  "Don't do it!. I can't imagine why some people...    3.0
29444  "Love the Oyster selection. Came for my birthd...    5.0
29445  "Gilbert's best kept secret! Our favorite plac...    5.0
29446  "Slooow getting a waitress, and we sat at the ...    2.0
29447  "If you are tired of the usual Mexican place w...    4.0
29448  "Im Ratskeller Ludwigsburg hat der Pächter gew...    5.0
29449  "Good service. I had the #1 and the chili rell...    4.0
29450  "Great food and great value!. . I think the fr...    4.0
29451  "It's a good 10 miles or so from the Vegas Str...    4.0
29452  "Can't go wrong with this place. Have not had ...    5.0
29453  "I expected more for cost. . I ordered 1/2 Mad...    3.0
29454  "Popular, but for a reason. The St. Francis ex...    4.0
29455  "Simply amazing menu , great service. The "cot...    5.0
29456  "First time trying this place. The quality and...    4.0
29457  "No 5 stars because I cannot rate the burgers ...    4.0
29458  "Pretty good selection and all that. The add o...    3.0
29459  "Was in the area with my hubby and decided to ...    5.0
29460  "Das Bubbles ist in Ludwigsburg Kult  vor alle...    5.0
29461  "The atmosphere is what brought us in, and did...    3.0
29462  "Loved Pizza Daddies and was somewhat anxious ...    5.0
29463  "They get 1 star due to their poor, poor servi...    1.0
29464  "Oh My God...........they blew it for this vis...    1.0
29465  "This buffet is decent but definitely not as g...    4.0
29466  "I'm not here for the Chicken. Is that weird? ...    4.0
29467  "15 men after a day of playing in a soccer tou...    5.0
29468  "Delicious! Was craving some authentic Mexican...    5.0
29469  "If you like omelettes, this is your place. If...    5.0
29470  "Great place, great service. Food tastes delic...    5.0
29471  "Staff are always friendly and quick and their...    5.0
29472  "Great service, great variety and very good fo...    5.0
29473  "I think this place is the old burgundy pub th...    3.0
29474  "Pretty tasty food.  Service was great.  Shrim...    4.0
29475  "I came for the fatter version of Peter Griffi...    4.0
29476  "Friendly staff. Food was really good. Had the...    4.0
29477  "A nice place to catch a quick and inexpensive...    4.0
29478  "Decor is quite nice. Food is very bland, inof...    2.0
29479  "The bruschetta was great!  The pizza however,...    4.0
29480  "This is definitely going to be my new hangout...    4.0
29481  "This place is undeniably the worst Asian rest...    1.0
29482  "Meh. That's really the perfect word to descri...    3.0
29483  "This Gold Marriott customer says, "Good job."...    2.0
29484  "Very fresh and delicious food,first time here...    5.0
29485  "To update, I've since been to this cafe sever...    5.0
29486  "Quick recap: this place is simply delicious. ...    5.0
29487  "They lost my business !! Been coming here onc...    1.0
29488  "Trying this place for the first time and it w...    4.0
29489  "This place totally sucks.  We ordered this lo...    2.0
29490  "Love it here. The staff is so friendly and it...    5.0
29491  "Best fast food Japanese, especially teriyaki ...    5.0
29492  "Let me preface this by stating that I HATE to...    3.0
29493  "Good meal. Great service. Phenomenal view.. ....    4.0
29494  "Went here with my boyfriend for brunch on a l...    4.0
29495  "I used to be obsessed with this place, and I ...    4.0
29496  "ADDICTING! I have had the BBQ pork pit sandwi...    5.0
29497  "Ugly and disorganized sums it up. It's fine i...    3.0
29498  "Came here with a friend for breakfast at abou...    4.0
29499  "I've been to Laredo's three times now, and it...    2.0
29500  "This second time been here some get improveme...    5.0
29501  "I have been procrastinating for a month on re...    1.0
29502  "Flavor yo.  This place actually uses fresh he...    3.0
29503  "We have been trying unsuccessfully to find an...    1.0
29504  "Been here regularly since the opening, and be...    5.0
29505  "Two of my roommates in college were from Hawa...    4.0
29506  "Interesting location with great donuts! I had...    3.0
29507  "This place was pretty disappointing. Good thi...    2.0
29508  "Nice atmosphere, good wait staff. Plenty of p...    3.0
29509  "One of my quick stop food joints when I'm not...    4.0
29510  "Dominos has been much better in recent years....    4.0
29511  "Appearance . Open buffet area with some hidde...    5.0
29512  "Flavorful and delicious, with ambiance that I...    5.0
29513  "Awesome coffee shop!. . Great vibe and excell...    5.0
29514  "Great food. Very friendly, knowledgeable staf...    5.0
29515  "My boyfriend & I went there for brunch today....    3.0
29516  "Had dinner at Goodlake last night, and it was...    5.0
29517  "This local dive bar won my heart.  Sat at bar...    5.0
29518  "BUDDHA BELLAY DELLAY! Now say it over and ove...    3.0
29519  "My gf and I had the Groupon for this place. I...    3.0
29520  "Not what I expected, seating a little uncomfo...    2.0
29521  "This is the best sushi restaurant in the Vall...    5.0
29522  "Came here extremely famished and ordered the ...    5.0
29523  "I thought the prices were very reasonable and...    4.0
29524  "I decided to check this place out after findi...    5.0
29525  "Stopped in for lunch with my son as he highly...    5.0
29526  "We walked in and everyone who worked there ju...    1.0
29527  "This place is awesome! Kurt and Brad do a ste...    5.0
29528  "Nice little Mom & Pop Cuban restaurant. Order...    3.0
29529  "Seriously the best ice cream place I have bee...    5.0
29530  "Pork chilli was amazing and so were the drink...    5.0
29531  "Went in on a Tuesday night, very busy, so rec...    4.0
29532  "Was craving Boba tea after dim sum.. .thought...    3.0
29533  "For over 30 years we've enjoyed mornings of g...    5.0
29534  "Got the special steak and lobster tail. Both ...    4.0
29535  "Expensive, very expensive.. Shitty, very shit...    2.0
29536  "Ok, so I decided to go against the general co...    2.0
29537  "Yes, it can be crowded. I however am glad it ...    4.0
29538  "A damn good breakfast, is exactly what this p...    5.0
29539  "Maybe I'm just not into chipotle anymore but ...    3.0
29540  "Tasty creamy tomato basil soup. Pretty fast s...    4.0
29541  "I generally don't like making reviews so soon...    3.0
29542  "I don't know why they removed their comfortab...    1.0
29543  "It's been a while since we've gone here, our ...    1.0
29544  "Went to True with the family after a movie ne...    3.0
29545  "The Man and I dined here for our 1 year anniv...    5.0
29546  "Friendly and fantastic service. Real NY bagel...    5.0
29547  "Bacon cooked perfectly. Eggs cooked perfect. ...    5.0
29548  "Food is ok . I really just ate desserts . Des...    1.0
29549  "This place is absolute fire! Literally  my bo...    5.0
29550  "You must experience Ian's at least once! Yumm...    5.0
29551  "Your classic brewery restaurant doing it righ...    4.0
29552  "I went through the drive-through I thought th...    4.0
29553  "Just a quick one.  Road trip to Kent to see w...    4.0
29554  "Food is mediocre ( at best) but service is pr...    1.0
29555  "So, if you have visiting European tourists an...    4.0
29556  "GREAT cheap eats here! They have a 3 Soft Tac...    5.0
29557  "Homey feel, great pizza.  A great neighborhoo...    5.0
29558  "The best Indian food in Arizona, bar none, an...    5.0
29559  "Sonic has great food and tons of drink and de...    3.0
29560  "Barro's Pizza and a Sunday afternoon watching...    4.0
29561  "Among the best restaurants in Chambanavoy (I ...    4.0
29562  "Very disappointed in this restaurant. We came...    2.0
29563  "Pancakes are some of the best, however the se...    1.0
29564  "I'm from pig country, Eastern North Carolina....    3.0
29565  "My boyfriend took me here to have lunch, we h...    4.0
29566  "The inconsistency in the smoothies they make ...    1.0
29567  "Showed up @ 9:30 am, doors locked, no answer ...    1.0
29568  "Family owned and in my neighborhood. Everythi...    5.0
29569  "Horrible horrible horrible!! The food was so ...    1.0
29570  "The patio was pretty chill. Laid back people,...    4.0
29571  "Well, if you've ever asked yourself what woul...    4.0
29572  "Excellent! Went there this evening for the fi...    4.0
29573  "I am so thrilled to not only have another Leb...    5.0
29574  "Disappointed! The only reason I am giving 2 s...    2.0
29575  "Very good service. I just wish the food was a...    3.0
29576  "Absolutely awful ! Do not come here the servi...    1.0
29577  "This is my new go-to place for Chinese food. ...    3.0
29578  "This place was def hyped up for me, so that's...    3.0
29579  "This place is awesome. I never expect combina...    5.0
29580  "I have eaten here 4 times now (three times ta...    5.0
29581  "Absolutely delicious! The decor is a rustic s...    5.0
29582  "A wonderful place for dinner in north scottsd...    5.0
29583  "First time here. Got here early thankfully 83...    3.0
29584  "Do not get a wedding cake from Carl's. This r...    1.0
29585  "Good food, poker on Saturday half price drink...    4.0
29586  "Love love love. Been a resident of lakewood f...    5.0
29587  "I ate lunch here today and am still overwhelm...    5.0
29588  "The concept is typical - fast Mexican with a ...    3.0
29589  "Went for happy hour had to wait for service o...    3.0
29590  "i came here with liz for the same birthday di...    2.0
29591  "Exceptional service!. . Foie gras was the gre...    5.0
29592  "Attentive service and delicious food in trend...    4.0
29593  "authentic mexican. live music, bar, attire & ...    5.0
29594  "The food is alright but the service is not so...    2.0
29595  "I came in around 230p on a Monday so the plac...    3.0
29596  "Amazing sandwiches. Outstanding service, very...    5.0
29597  "Fantastic restaurant... food delicious (espec...    5.0
29598  "I heard that this place had good burgers so t...    3.0
29599  "Usually I love the fettuccini Alfredo and car...    5.0
29600  "Been coming here for a long time and I always...    5.0
29601  "I came here Sunday evening for dinner. It was...    3.0
29602  "Waiting in line for breakfast is like morning...    3.0
29603  "This place was disappointing!!! With all the ...    2.0
29604  "This was our first of many expected many visi...    2.0
29605  "I'm a huge Chipotle fan but one of my best fr...    1.0
29606  "Food was great ! I had a grilled chicken brea...    4.0
29607  "This was a solid eat. We both ordered steak-f...    5.0
29608  "Ooh, this Panera uses some sort of pager syst...    4.0
29609  "This is a relatively new spot that needs to w...    3.0
29610  "Very nice atmosphere and creative design. Mos...    4.0
29611  "Disappointing. It's such a simple concept. Ba...    3.0
29612  "I've been here several times, and I really en...    5.0
29613  "Why is the rating so low??  Kim Bo is probabl...    4.0
29614  "Cowfish is one of those rare restaurants that...    4.0
29615  "First visit to Gecko Grill was quite pleasing...    5.0
29616  "Wonderful food, great service, and a view of ...    5.0
29617  "Super impressed with the experience i just ha...    5.0
29618  "My wife and my daughter and I gave Nan & Byro...    3.0
29619  "I really enjoyed this place and actually ende...    4.0
29620  "After driving around for an hour trying to fi...    3.0
29621  "Service was great, Chilli Fries got them the ...    3.0
29622  "I love the Atlantic. A lot. A lot a lot. Even...    2.0
29623  "LOOOOOOOOOOOOVEEEEEEEEEEEEEEEEEEEE this place...    5.0
29624  "Y'know what? I'm not sure that this place liv...    3.0
29625  "My favorite Mexican restaurant in town. They ...    5.0
29626  "About the most Authentic and Consistent India...    5.0
29627  "go there 10 mins before dinner starts, pay th...    5.0
29628  "Jaipur Junction is our new favorite stop for ...    4.0
29629  "Consistently experience friendly staff and en...    5.0
29630  "Went here for brunch on Sunday May 17th, and ...    1.0
29631  "The Brits aren't exactly known for their prop...    3.0
29632  "$40 mixed grilled platter. Bring a friend. Or...    4.0
29633  "Ok, so you bake the English Muffins..we get i...    4.0
29634  "A solid fried chicken establishment.  Despite...    4.0
29635  "Food, Philly Cheesesteak, was a great sandwic...    5.0
29636  "This place is by far my favourite breakfast p...    5.0
29637  "I'm trying to think of something negative to ...    4.0
29638  "For those of you that have been to Vegas but ...    5.0
29639  "The updated menu at Benihana was a pleasant s...    4.0
29640  "Visited two times now! Just what this area ne...    5.0
29641  "I could regale you with a list of every dish ...    4.0
29642  "Ordered delivery. Food was not good. The chef...    2.0
29643  "You cannot compare this place to an AYCE join...    4.0
29644  "Great mom's and pops place in the area. Have ...    5.0
29645  "Eh. . . I used to adore this place. If I was ...    3.0
29646  "I am profoundly saddened to hear that Sens wi...    5.0
29647  "Besides a tasty menu using fresh ingredients ...    5.0
29648  "Les and Jose were sooo cool they have a great...    5.0
29649  "Ridiculous that if you have a kid you are pun...    1.0
29650  "Je viens régulièrement dans ce bar. Situé prè...    5.0
29651  "Very fun way to enjoy sushi and other Japanes...    5.0
29652  "TERRIBLE SERVICE.Waited for 10 minutes for so...    1.0
29653  "I loved every bite of my burger from here!!! ...    5.0
29654  "Great service and great food. Had the gyro co...    4.0
29655  "My daughter and I stopped in for breakfast ab...    5.0
29656  "Good food overall but the storefront could us...    3.0
29657  "I am so picky when it comes to Chinese and wa...    5.0
29658  "This place is legit. Had carne, al pastor, an...    5.0
29659  "I had a solid experience at the Dive N... The...    3.0
29660  "Dry, salty, ribs... Tasteless fries.. Uncooke...    2.0
29661  "Attended an event here recently. I have alway...    3.0
29662  "No need to make a joke about the name...it's ...    4.0
29663  "This used to be one of my favorite restaurant...    2.0
29664  "This was my first time at Thai Gourmet, and a...    2.0
29665  "Felt a craving for KFC so I signed up for the...    1.0
29666  "The Bottom Line: A cheesy but still nice feel...    3.0
29667  "Who even knew such a good, authentic place ex...    4.0
29668  "Its more like a 6 star.  The food was fantast...    3.0
29669  "I have been waiting for this place to open an...    1.0
29670  "Four different restaurants to choose from and...    5.0
29671  "Why do I love it? I don't know. Who came up w...    4.0
29672  "This place is good for dining at if you're wi...    4.0
29673  "I love this place.. I have to get my weekly f...    5.0
29674  "I've been to the Irish Embassy a half dozen t...    4.0
29675  "What can I say?? This place is amazing. . Ple...    5.0
29676  "Stupid Good. Hit the spot on a rainy winter d...    4.0
29677  "The 2 stars are for the service alone as it w...    3.0
29678  "$27 prix fix menu. . I was drawn here by the ...    3.0
29679  "Their pizza is good for the first few bites a...    2.0
29680  "What a great little find!  Out and about shop...    5.0
29681  "Fun to visit on Thirsty Thursdays after midni...    3.0
29682  "FAST FAST FAST delivery.  we  order from siu ...    1.0
29683  "My family comes here after church once or twi...    5.0
29684  "This used to be good a few years ago when I l...    2.0
29685  "The food here is absolutely delicious!!! The ...    5.0
29686  "Excellent establishment. Server was attentive...    1.0
29687  "I've been here for breakfast and lunch. The f...    3.0
