                                                  review  stars
8947   "We have always loved and given our business t...    5.0
8948   "This place is awesome. I've been here several...    5.0
8949   "I found this place while searching for a good...    4.0
8950   "Sit down restaurant. . . Good food.. . I like...    4.0
8951   "Al makes a good cheesesteak.. . The restauran...    4.0
8952   "I have eaten at my fair share of sandwich pla...    5.0
8953   "I recently moved to Madison from Atlanta and ...    4.0
8954   "Went out in a group to have dinner at epic. T...    3.0
8955   "Great food, great beer and amazing service. A...    5.0
8956   "This place is still AWSOME like the very firs...    4.0
8957   "Abuelos is out of our way but we go for the f...    5.0
8958   "Lunch buffet. . . Quit reading this review an...    4.0
8959   "I cannot believe that I have not written a re...    4.0
8960   "Love Dewey's coffee!! Lots of interesting dri...    5.0
8961   "Been wanting to try this place for years. Did...    5.0
8962   "I tried The Liberty for the first time Labor ...    4.0
8963   "I went here on the recommendation that it was...    4.0
8964   "We have been 4 weekends in a row! This place ...    5.0
8965   "One of the best Pittsburgh restaurants that n...    5.0
8966   "Drove here to find that Two Hippies Breakfast...    4.0
8967   "The wait was not too long.  Food came out fre...    5.0
8968   "Because I work close by, I've eaten at Skybox...    4.0
8969   "eigentlich mag ich thai nicht wirklich, aber ...    4.0
8970   "Awesome! I had the nachos and they were beyon...    5.0
8971   "Love the idea! We need more places where we c...    4.0
8972   "So my previous review may so what contradict ...    5.0
8973   "You may not think of Italian in Scottsdale, b...    5.0
8974   "I loved the concept.. The premises are clean,...    5.0
8975   "What a nice time. Scott was an amazing server...    5.0
8976   "I really wanted to like this, but I'm continu...    4.0
8977   "Get the mahi-mahi fish tacos! I've tried all ...    5.0
8978   "I like the food here and I like that this pla...    4.0
8979   "If you haven't had a chance to check out Cala...    5.0
8980   "Great food!! great mission!! Second time here...    5.0
8981   "Well I have to say, this place is good.  Tuck...    4.0
8982   "We went for lunch on 12/23/15.  We all ordere...    1.0
8983   "I heard through word of mouth that this place...    5.0
8984   "Bought a dinner package with the Jersey Boys ...    5.0
8985   "Great casual noodle bar that I forget about t...    4.0
8986   "Divine Eatery was my third stop for breakfast...    4.0
8987   "A rehearsal dinner I went to was hosted here ...    3.0
8988   "This Fridays was clean and the service was OK...    3.0
8989   "My husband and I went to Yonaka's on W. Flami...    5.0
8990   "Came here on a Monday night so it was pretty ...    5.0
8991   "Was in town for a bit of business and pleasur...    5.0
8992   "Great place to try when you're craving grille...    5.0
8993   "I know they're a new business so I'll return ...    4.0
8994   "Love it!!!!! I have had pizzas that were grea...    4.0
8995   "It is always kind of funny to write a review ...    5.0
8996   "The nachos are amazing! After Nacho Daddy I t...    5.0
8997   "Loved, loved, loved the Smoked Salmon sandwic...    5.0
8998   "I don't know about authenticity, Im Asian but...    3.0
8999   "No seriously. The gluten free margherita pizz...    5.0
9000   "Very good miso broth.  I like that you can se...    4.0
9001   "I usually love Hero's Burger, but this one on...    1.0
9002   "Their special sandwich is simplest sandwich e...    4.0
9003   "The girls that work are so nice! Service is a...    4.0
9004   "Not impressed with their delivery service.The...    1.0
9005   "McDonalds are usually the same. I have to say...    5.0
9006   "It's good food.... Service could be much bett...    4.0
9007   "About the only saving grace for me was the se...    3.0
9008   "This rustic little neighborhood joint offers ...    4.0
9009   "Just got back from a wedding in Vegas where t...    5.0
9010   "Umphrey's 2,000th show!. . Not a bad venue at...    3.0
9011   "Ok foodies' don't judge me to harshly. Had to...    4.0
9012   "Friendly service, great atmosphere and genero...    5.0
9013   "Seit langem gehört für  mich zu einem Besuch ...    4.0
9014   "I celebrated my mom's birthday in Daniel Boul...    4.0
9015   "How can anyone go wrong with small plates to ...    5.0
9016   "We sat at the bar and proceeded to have one o...    5.0
9017   "Very good food and very good service.  I had ...    4.0
9018   "Update: We've gone back here now a few times ...    5.0
9019   "Some of the most rude staff I had ever encoun...    1.0
9020   "After our first decadent evening in Vegas, th...    4.0
9021   "So being one that has never tried real Indian...    4.0
9022   "Staff is extremely rude and the food is overr...    1.0
9023   "The best restaurant in Vegas by far. The ambi...    5.0
9024   "Food is Ok. Food is fresh as well.. . But the...    1.0
9025   "The BEST Gyros in Pittsburgh!. . The meat per...    5.0
9026   "Best chicken fried rice in town!! #76.  I've ...    5.0
9027   "Expected more of Black Medicine. The place ha...    3.0
9028   "We had a great time here! The meal was $64, b...    5.0
9029   "Let me begin by saying that the Shalimar Hote...    4.0
9030   "Yikes! Went there again and the place is all ...    1.0
9031   "My friend and I went here for dinner for the ...    5.0
9032   "The food is good and the service is AMAZING! ...    5.0
9033   "While waiting for my movie to start, I stoppe...    5.0
9034   "Boring, boring, boring. This bar is boring. I...    3.0
9035   "My pork chop could have been a little meatier...    4.0
9036   "One of the best well rounded Italian restaura...    5.0
9037   "Went there for dinner. Had a glass of their A...    4.0
9038   "Tons of choices on the menu and the service i...    5.0
9039   "Went for lunch last week with a friend - very...    5.0
9040   "It's been almost five months since my first v...    4.0
9041   "Great food, great service, reasonable prices....    5.0
9042   "Even though I was tearing up while munching d...    5.0
9043   "This is a local spot that I go to for lunch a...    4.0
9044   "This was our second visit to Aft for dinner. ...    5.0
9045   "1 star for outside seating cause the weather ...    4.0
9046   "Decent late night joint on the same block(acr...    4.0
9047   "As my family and I was passing through the Pa...    5.0
9048   "An hour at Marios is like being inside an epi...    4.0
9049   "It was a culinary delight visiting this resta...    5.0
9050   "I am really more like a 2.5 on this one, and ...    4.0
9051   "Ko Fusion is for the students and by the stud...    4.0
9052   "My daughter and I recently had lunch at The H...    5.0
9053   "This is by far my most favorite BBQ joint in ...    5.0
9054   "If you love sweet and savory, you have to try...    5.0
9055   "went back a second time...had the pot pie aga...    5.0
9056   "I came here last Sunday and just want to add ...    5.0
9057   "Amazing, plain and simple.. . I don't quite h...    5.0
9058   "I was really excited to try this place after ...    4.0
9059   "I *really* like wings.  The problem is, most ...    4.0
9060   "Horrible restaurant. All of the food was cold...    1.0
9061   "LOVE the fajitas with the veggies cooked extr...    5.0
9062   "buffet quality food, but in such a great vari...    4.0
9063   "Got here about 2:30 and got seated right away...    4.0
9064   "Visiting my friend in Vegas who's never had F...    5.0
9065   "We were in the area one day and yelped the re...    4.0
9066   "Im missing the pancakes already.  This place ...    5.0
9067   "My favorite everyday restaurant! Healthy, del...    5.0
9068   "Good little place. Their pizza is Hella greas...    4.0
9069   "So many delicious flavours to choose from! A ...    5.0
9070   "I'm not sure which came first, Postino's or S...    4.0
9071   "Each year four of us have lunch at Joe's to k...    4.0
9072   "I often eat here and don't really know why th...    4.0
9073   "Excellent breakfast spot ..   Great coffee, e...    5.0
9074   "Great late-night food. Chert rib taco is exce...    5.0
9075   "The place is lovely with nice service. If you...    5.0
9076   "When you're in the mood for some authentic Me...    5.0
9077   "The Girlfriend and I came here for breakfast ...    4.0
9078   "I love Earl's. Good vibes, good food, good pr...    4.0
9079   "If you're looking for amazing customer servic...    5.0
9080   "Great spot in Tivoli village...especially for...    5.0
9081   "The stand is getting better and better and be...    4.0
9082   "I've been here a couple of times, and it isn'...    3.0
9083   "This place is basically a serve yourself eate...    5.0
9084   "Went to Pappadeaux's last night for our 20th ...    5.0
9085   "Joia is a cozy restaurant tucked away in Auro...    5.0
9086   "I really used to love the Old Fashioned, but ...    4.0
9087   "Love it! Even the cheap mushrooms in the Tom ...    5.0
9088   "I can't believe that in all the years that I'...    5.0
9089   "If Daniel Boulud's initials did not figure pr...    3.0
9090   "Had a scheduled lunch meeting here and was lo...    5.0
9091   "My boyfriend and I went here for the first ti...    5.0
9092   "To start with I have been lazy on this review...    5.0
9093   "I had the $6.99 steak dinner and it lived up ...    4.0
9094   "Like a lot of people, I went here because it ...    4.0
9095   "The food here is excellent. I could tell the ...    5.0
9096   "We came here on a Monday night for drinks wit...    5.0
9097   "This place is great! Best affordable Mexican ...    5.0
9098   "Food is good. If you like middle eastern fusi...    3.0
9099   "In Mesa to defrost for a few days and wanted ...    4.0
9100   "Went to Thyme 4 last week for dinner and have...    4.0
9101   "Yum! Monsoon Siam's food is really special. W...    5.0
9102   "I first paid a visit to Lustre for a Yelp Coc...    4.0
9103   "Bao bao and more bao... And some rice lol. Ev...    5.0
9104   "Attended on a Monday wing night with a crowd ...    4.0
9105   "after speaking with other yelpers about this ...    1.0
9106   "If you want to eat Mexican food full of flavo...    4.0
9107   "solch leckere Pizza und Nudeln hab ich noch n...    4.0
9108   "Yes. Yes. And yes.. . It had been a long day....    4.0
9109   "This is a decent place to order delivery from...    4.0
9110   "Good Food, Mixed Feelings.... . Following a c...    4.0
9111   "This place is like nothing else in the area. ...    5.0
9112   "Went for a meal with some friends in at the e...    5.0
9113   "Baci's  is a great Italian restaurant with a ...    5.0
9114   "Curry tofu is amazing. Good fresh Chinese bet...    5.0
9115   "When I die - I want to come back as a Black C...    1.0
9116   "Tried the black bean burger.. it was yumm..do...    5.0
9117   "They avoid giving you the menu, try to sell y...    5.0
9118   "In der Taverna Yol gibt es 2 Bereiche. Einen ...    4.0
9119   "This might be the friendliest outlet of Aunti...    5.0
9120   "Definitely a good choice.. They were friendly...    5.0
9121   "We loved it here and got a number of dishes. ...    5.0
9122   "Great Happy hour with decent prices. I have n...    5.0
9123   "I wanted to really like Rachel's kitchen afte...    5.0
9124   "Outdoor bar. HUGE selling point. Luckily, the...    5.0
9125   "Love this place!!!! Best sandwich place in Ve...    5.0
9126   "This is the nicest buffet I have ever been to...    3.0
9127   "Great beer! Love having a big array of choice...    5.0
9128   "This small Surprise gem is surely different f...    4.0
9129   "Negative First- drinks are a bit pricey and t...    4.0
9130   "Usually I don't have a problem with this subw...    4.0
9131   "I paid for two tater tots and only got one. I...    1.0
9132   "Not my favourite Jacks location. . Came here ...    4.0
9133   "Very good pollo a la brasa. Has a pretty nice...    4.0
9134   "As a self-proclaimed foodie I naturally get v...    4.0
9135   "Great amount of good food for around 30 bucks...    4.0
9136   "Hands down the best donuts I have ever had. G...    5.0
9137   "My friend and I decided to eat here for the f...    5.0
9138   "I'm an avid fan of this establishment. I was ...    4.0
9139   "I give Kotobuki about a 4.5.... . I have been...    5.0
9140   "I have been to Haus Murphy's twice and both t...    1.0
9141   "The storefront sign is still from the previou...    4.0
9142   "This is probably the best place to get a sala...    5.0
9143   "I can't really think of anything to say about...    1.0
9144   "Most of what's been said about this place bei...    5.0
9145   "Great food, super fun atmosphere & honestly t...    5.0
9146   "We went with 6 people and ordered many differ...    5.0
9147   "Came to the mall for some Xmas shopping and s...    5.0
9148   "Came to famous dave's for some BBQ, which tas...    5.0
9149   "After reading the revues its really kinda a m...    4.0
9150   "Hiro's is by far the best sushi in town. Hiro...    5.0
9151   "It's everything I dreamed of and more.  Excel...    5.0
9152   "The closest restaurant to my house is this pl...    4.0
9153   "We sat at the bar which had about four TVs. B...    4.0
9154   "Sorry Merry-Arts, but the tacos were so greas...    5.0
9155   "Their lattes and teas are great. I love their...    5.0
9156   "The food, service, and price was great. As a ...    5.0
9157   "Very good German food.  We had a party of 15 ...    4.0
9158   "Amazing place to get some oysters (go on Wedn...    5.0
9159   "Prices are a bit steep, but it's good stuff t...    4.0
9160   "The manager was rude! He wouldn't honor his o...    1.0
9161   "Nice, clean remodel McDonalds. Employees were...    5.0
9162   "Not too impressed really, but not disgusted t...    4.0
9163   "I love SkinnyFATS but I have to say that they...    5.0
9164   "This is a Halal burger joint so don't expect ...    5.0
9165   "I think the food is really amazing here -like...    5.0
9166   "My new favourite jerk spot in the area. Got t...    5.0
9167   "came here for breakfast on sunday. we both or...    4.0
9168   "I truly enjoy this place; however, the food a...    4.0
9169   "I had a simple egg breakfast here, it was coo...    5.0
9170   "I have been coming here for about 7 years now...    5.0
9171   "Took over 20 minutes for a BLT and the fries ...    5.0
9172   "I would give a negative 10 because of the dis...    1.0
9173   "The staff here is always super polite and hel...    5.0
9174   "The sushi is very good.  Lisa Lisa and Crouch...    5.0
9175   "Hi my name is Jason and I'm addicted to Jabur...    5.0
9176   "I was pretty excited to find a Sugar Factory ...    4.0
9177   "This place is awesome, people & atmosphere ar...    4.0
9178   "OK, so check this out.  I know I have been lo...    2.0
9179   "Lunch special - $7.99!  I tried the red curry...    4.0
9180   "It's been less than a year since my last revi...    4.0
9181   "We love going for happy hour drinks and sushi...    5.0
9182   "Amazing food.  A best of best in Charlotte.  ...    5.0
9183   "probably the best chinese ive had in vegas, b...    5.0
9184   "I went to this place because I was really cra...    4.0
9185   "As usual the food was great,  the price was g...    5.0
9186   "The food was excellent. The clam chowder was ...    5.0
9187   "Up date. Charlie's philly steaks has now open...    4.0
9188   "It's delicious donuts, what's not to like?! M...    5.0
9189   "If it's your first time in Kent you have to c...    5.0
9190   "This may be my new favorite place. The tomato...    5.0
9191   "A strip-mall chain.  It's not bad food, just ...    3.0
9192   "I would say almost better than going to an au...    5.0
9193   "Vacationing in Vegas. Needed a mariscos fix. ...    5.0
9194   "Went for the first time this week. Had a grea...    5.0
9195   "Awesome food, gigantic burritos, decent price...    4.0
9196   "I'll keep it simple.... . Vanilla Crepe Cake ...    4.0
9197   "Genuine German bakery that never fails to ser...    4.0
9198   "Well,. I was hoping for better.. . I was pret...    3.0
9199   "What a great lunch place - food is awesome an...    5.0
9200   "Thanks for the boiled milk and sausage mcmuff...    1.0
9201   "Simple, delicious tacos. I had their tacos th...    4.0
9202   "Pho w/beef, brisket, tendon and tripe. . . Br...    3.0
9203   "One of my FAVORITE restaurants of all time!! ...    5.0
9204   "Decided to try this place out. Not all that.....    5.0
9205   "Finally something close to Mexican food in Gl...    5.0
9206   "Best Brussels sprouts I've ever had. Mac and ...    5.0
9207   "I finally had a meal at Cornerstone last week...    4.0
9208   "Average at best.  I have been here 3 times, p...    2.0
9209   "I found this online while in town for work. T...    5.0
9210   "This is the kind of restaurant a Yelper dream...    4.0
9211   "When thinking of somewhere to go for lunch, I...    5.0
9212   "I very much enjoyed my chili dog! Considering...    4.0
9213   "We were craving breakfast and wanted to try s...    5.0
9214   "I was so excited to find Dave's in Mentor. I'...    5.0
9215   "Dropped in because we saw the place from the ...    4.0
9216   "burgers are pretty good, not the best ever. I...    4.0
9217   "It was just ok, I wasn't wow like I thought I...    3.0
9218   "When you do not want an item on your sandwich...    5.0
9219   "Not bad the food is good service was on point...    3.0
9220   "There is the second time I came here. I reall...    4.0
9221   "The food and drinks were exceptional. It is, ...    5.0
9222   "Was good. Tasted more like a deep fried hot d...    3.0
9223   "I was excited to try Peking Garden after read...    3.0
9224   "Amazing customer service! The internet was do...    5.0
9225   "Um this place is perfect.  After glancing at ...    4.0
9226   "My first time in Scottsdale, so i looked on y...    4.0
9227   "Really good Bihari kabob and chicken charga. ...    4.0
9228   "I went into Chipotle for a quick bite to eat ...    1.0
9229   "This is the second closest Chinese food restu...    1.0
9230   "Everything we had - from the Saporita pizza t...    4.0
9231   "Total package: top notch food and service. Re...    5.0
9232   "Some of the worst food I ever had. I've never...    1.0
9233   "3rd time eating at Portofino. Had a reservati...    5.0
9234   "Went here last night with the wife and a few ...    4.0
9235   "I bought a groupon to this place, so I didn't...    4.0
9236   "I've heard a lot about this place and maybe m...    3.0
9237   "Their wings are huge which is a plus! The fla...    2.0
9238   "Horrible! Waited 40 minutes on a Wednesday at...    1.0
9239   "Delicious. BBQ chicken kabob was excellent. T...    5.0
9240   "Yesterday, 2/22, a friend who works downtown ...    5.0
9241   "Sitting in the drive thru watching the night ...    1.0
9242   "I'm going to go middle of the road since I en...    4.0
9243   "We made a special trip from the Northwest int...    4.0
9244   "I've been here twice now, and I love it!  The...    5.0
9245   "Very nice decor, made me feel like I was in I...    3.0
9246   "Some of the worst Chinese food I've had. Serv...    1.0
9247   "Eat your eggs prior to visiting the chicken c...    3.0
9248   "I had heard great reviews from the other loca...    4.0
9249   "Was there 2 weeks ago, late on a Friday.  To ...    1.0
9250   "Reserved the party room for parents' 65th Wed...    4.0
9251   "I love the wide variety of food items that th...    5.0
9252   "We ordered Crazy Dragon Roll, Noodle Soup and...    4.0
9253   "We came here on a Saturday evening . And it w...    4.0
9254   "Great fresh sauce and spicy pepperoni.  Mozza...    5.0
9255   "This place was surprisingly superb. I'd purch...    5.0
9256   "I got the Chinese eggplant with tofu. Atmosph...    4.0
9257   "Based upon 4-star rating, decided to give thi...    3.0
9258   "During a recent trip to the Edinburgh Fringe ...    4.0
9259   "This is one of our favorite restaurants in Gi...    4.0
9260   "After hearing so many outstanding reviews fro...    3.0
9261   "I've been to Carnival World Buffet before the...    4.0
9262   "The Samosa appetizers are delicious and almos...    5.0
9263   "I love the steak. I been craving for steak fo...    5.0
9264   "Wir besuchen dieses Restaurant sehr häufig. M...    4.0
9265   "This was my first time visiting this place. I...    5.0
9266   "Tried happy hour here with my boyfriend. The ...    5.0
9267   "I can't believe this McDonalds does not have ...    5.0
9268   "You know what, I really love this place. I sp...    4.0
9269   "The food here is decent. I had a full Scottis...    3.0
9270   "Oh boy, Greek food! . . This place doesn't re...    4.0
9271   "Came here for late dinner with my husband. Be...    5.0
9272   "Great, fast service, and good food makes this...    4.0
9273   "Excellent gem in a small town- great menu, ni...    5.0
9274   "Indulge is one of my favorite vegetarian frie...    5.0
9275   "My first mistake was coming way too hungry be...    5.0
9276   "I've been eating here for at least 6 years. L...    4.0
9277   "I started eating gluten free pizza a few year...    2.0
9278   "I wish there were negative stars to choose fr...    1.0
9279   "Love this place! Newbies are offered a "taste...    5.0
9280   "I'm pretty overdue to write a review for this...    4.0
9281   "We arrive for our reservation at 730pm. It to...    4.0
9282   "Worst service(by owner) . Used bare hand to h...    1.0
9283   "So it was my first time in Sin City. We all d...    1.0
9284   "Great service and great custom donuts to your...    5.0
9285   "We stopped in during the morning rush.  We ha...    5.0
9286   "I ordered delivery from this place through Gr...    1.0
9287   "I came here on a weekend morning with a group...    3.0
9288   "Really great sandwiches! . . Tried the porche...    4.0
9289   "I grew up on KFC fried chicken. My family wou...    5.0
9290   "The food here is awesome! And the service gre...    5.0
9291   "The meal deals here are dirt cheap! =). . Che...    5.0
9292   "Kohinoor Cuisine offers buffets with a large ...    4.0
9293   "So this is my current Sunday All day Happy Ho...    4.0
9294   "Health Herbal Harmony is another Chinese dess...    4.0
9295   "Our favorite Indian place - nice, simple atmo...    5.0
9296   "This place Potato Soup is 5 stars. You can on...    1.0
9297   "This was my first visit as I've heard great t...    5.0
9298   "I was hoping for a great place as I saw lots ...    4.0
9299   "Dessert and coffee, repeat after me, dessert ...    5.0
9300   "Chelsea (name on ticket 8/17) was amazing!! S...    5.0
9301   "Amazing anniversary dinner last night. Fabulo...    5.0
9302   "I've been hearing good things about Beaumont ...    4.0
9303   "This place is fairly close to my work so I de...    5.0
9304   "It is overused on Yelp!  We have all said it,...    4.0
9305   "Super lecker. Yeah. Und die pancake flatrate ...    5.0
9306   "The place was empty, and we found out why! We...    1.0
9307   "When I heard of another Barrio opening in 'th...    5.0
9308   "Visited the cat cafe on a Saturday morning ar...    3.0
9309   "I ordered take out from Seg'z on Just Eat for...    5.0
9310   "I had Santa's Omlet. It was very well done. T...    5.0
9311   "Well, this space definitely looks better than...    5.0
9312   "Valentinos is a Little Italy staple for over ...    4.0
9313   "If closing time is at 8:00, why are you sendi...    1.0
9314   "We had an amazing last dinner in Edinburgh at...    5.0
9315   "This is my go-to place for spending time with...    5.0
9316   "Lured in by smart looking tech and proximity ...    4.0
9317   "Food was great and atmosphere nice... Had the...    5.0
9318   "There 15 min for 4 bagels.  Cancelled my orde...    1.0
9319   "Ginko is the best sushi in Cleveland - hands ...    5.0
9320   "I read about the high scoring reviews on Yelp...    2.0
9321   "We love the Beach House.  We come here often....    5.0
9322   "Wow, such a fantastic restaurant!  I've been ...    5.0
9323   "Incredible food, service and of course views....    5.0
9324   "Headed here on a Thursday and this place was ...    4.0
9325   "3.5 stars, rounding up b/c the affogato was s...    5.0
9326   "Stopped by for a beer during porch fest. Plac...    5.0
9327   "S/o to my mans Devin for the two vanilla latt...    5.0
9328   "I love 157 Lounge. By far the best place to g...    5.0
9329   "Little Sister is definitely a gem in the Yong...    5.0
9330   "Don't really know how to rate this place as s...    4.0
9331   "Have been here a few times. Happy hour was gr...    1.0
9332   "The Red Velvette Waffle is on the "Secret Men...    5.0
9333   "Went out last night for our last night visiti...    4.0
9334   "We sat on the couches because we didn't have ...    4.0
9335   "A very under-whelming experience.  The soups ...    2.0
9336   "Uhm, delicious!. . I wasn't sure if getting T...    5.0
9337   "This is the newest Red Robin in the Vegas are...    5.0
9338   "I came here twice. One with my family and one...    5.0
9339   "Friendly, professional, fresh made breakfast ...    4.0
9340   "The restaurant sits on top of the Palms Hotel...    5.0
9341   "I'm not one for tea, but I find myself here r...    4.0
9342   "We have eaten here many times and find the fo...    5.0
9343   "Stopped in for a quick happy hour to talk bus...    4.0
9344   "Lovely service and yummy food.  I ordered the...    5.0
9345   "Kabab burger place... found on yelp while I w...    4.0
9346   "Everything you've heard is true. Go, and go n...    5.0
9347   "I was so impressed with this buffet!  We went...    4.0
9348   "DELICIOUS FOOD. Amazing vegetarian dishes. Th...    1.0
9349   "SHOUTOUT TO RICHARD!!! Our great server who p...    4.0
9350   "Great selection of beer.  The bar is enjoyabl...    4.0
9351   "I went here for a work holiday party.  We had...    4.0
9352   "This is a solid restraunt for a very nice lun...    4.0
9353   "Great food. Great service. Friendly staff. Th...    5.0
9354   "Didn't enjoy hearing the old Italian a patria...    1.0
9355   "Wow! This place is amazing. The food was fant...    4.0
9356   "I came here last week with my sisters and som...    5.0
9357   "We came here on a Friday night at 9pm and use...    4.0
9358   "I will never go back to this bar or invite an...    1.0
9359   "The Living Room is my kind of place!  The dar...    4.0
9360   "I read in my subway paper that this place has...    5.0
9361   "Came here with a large group and we were serv...    4.0
9362   "I have an affinity for dive bars. Actually, m...    5.0
9363   "I love this building, hate the parking. . . I...    5.0
9364   "Still thinking about their unexpectedly fab s...    5.0
9365   "Nice family place, unfortunately It'll close ...    3.0
9366   "I love eclectic dive-ish places like this.  G...    5.0
9367   "The food has gone really down hill. Order the...    5.0
9368   "LOVE, LOVE, LOVE. This remains one of my favo...    5.0
9369   "This is a great burger place if you find your...    4.0
9370   "Randomly came in as I'm not usually on this s...    1.0
9371   "I had high hopes for this restaurant as I was...    5.0
9372   "I came here on a Sunday afternoon for brunch ...    5.0
9373   "Excellente et impressionnante sélection de pr...    5.0
9374   "I'm tired of people hating on the Blind Pig. ...    4.0
9375   "This is just a great place to go. The food, d...    5.0
9376   "Really enjoyed my dinner here tonight. For ex...    5.0
9377   "What kind of a sushi restaurant has no bottle...    4.0
9378   "The best Filipino dish joint in Mississauga. ...    5.0
9379   "A strange mix of things. That's what this pla...    4.0
9380   "I really don't understand the hype about this...    5.0
9381   "The food is outstanding, I have to ask myself...    5.0
9382   "Some of the best Vietnamese food I've found i...    5.0
9383   "Reserved a table not too long ago for my birt...    4.0
9384   "This place is sooo good.  They have a large v...    5.0
9385   "A Hawaiian themed beach restaurant here. It's...    5.0
9386   "So I ordered a veggie cheese burger with EVER...    1.0
9387   "Probably the most upscale movie theater I've ...    5.0
9388   "Came in at 5am on a Thursday from a long driv...    4.0
9389   "Popular breakfast place in town, best known f...    4.0
9390   "I am from San Diego, CA, the nearby border ci...    5.0
9391   "Great food and service. Went on a Monday nigh...    4.0
9392   "I love, love, love this restaurant! My husban...    5.0
9393   "Out of towners from Florida here (but origina...    5.0
9394   "Get the beef ribs they are amazing. When they...    5.0
9395   "I liked this place for the drinks but not the...    4.0
9396   "This boat is such a lovely and upmarket place...    5.0
9397   "Horrible restaurant!  Extremely dirty and don...    1.0
9398   "Awesome food! LOVE the grilled fish tacos & m...    5.0
9399   "The service was great and the food was amazin...    5.0
9400   "I have had some happy moments here at the Mos...    4.0
9401   "I went here for dinner, and was really impres...    4.0
9402   "My first visit to this place would've been a ...    4.0
9403   "Great food, nice ambiance.  . . Hope it's jus...    5.0
9404   "Just absolute perfection!  One of the best me...    5.0
9405   "Everything is so good. All the Benedict's, om...    5.0
9406   "Bright and clean restaurant. Sushi is made in...    4.0
9407   "What happened to KFC? It's absolutely horribl...    1.0
9408   "Also wenn man das 5. Element erst einmal gefu...    5.0
9409   "I was totally underwhelmed by this place. . ....    1.0
9410   "Fantastic gyros one of the best I've ever eat...    5.0
9411   "There should be a zero star option. This was ...    1.0
9412   "Now I have eaten German food more than the av...    5.0
9413   "Let me preface this by saying I am a Mexican ...    3.0
9414   "I was out with my friend and we literally spe...    5.0
9415   "This place rocks.  Food that has great taste ...    5.0
9416   "Solid 3 stars for Mexican food that is infini...    4.0
9417   "We had a large party and sat upstairs. Great ...    5.0
9418   "When I tried Fresh for the first time a few y...    5.0
9419   "This place is tucked in corner of shopping ce...    5.0
9420   "Walked in on a Thursday night with out a rese...    4.0
9421   "Went there on an week night, service was exce...    5.0
9422   "The BEST sushi in the area by far!    Great e...    5.0
9423   "The beans tasted as if they were from a can. ...    4.0
9424   "I had breakfast here on my recent visit to Mo...    5.0
9425   "I stopped in for breakfast went inside and or...    1.0
9426   "Having lived in this area for over a decade, ...    4.0
9427   "Came here to check it out due to all the ravi...    5.0
9428   "They offer 20% discount via text yet when you...    5.0
9429   "Awesome neighborhood joint.  Great wings,  de...    5.0
9430   "Short rib hash and monkey bread. Just wow. Go...    5.0
9431   "Wow!!!!!!  - don't ask for a beer here the ma...    1.0
9432   "It's nice here. The atmosphere is really invi...    4.0
9433   "Great service every time we come here...and t...    5.0
9434   "I'm normally not opposed to greasy food, but ...    5.0
9435   "All I'm gonna say is I was solicited twice to...    1.0
9436   "Barrio Café Gran Reserva is essentially a sca...    3.0
9437   "AMAZING FOOD AND AMAZING SERVICE. I've never ...    5.0
9438   "Very quick delivery, however the pizza crust ...    4.0
9439   "went through the drive-thru yesterday for a l...    5.0
9440   "After a long day of moving my Husband and I w...    5.0
9441   "I love this place it's awesome their service ...    5.0
9442   "Service was terrible last time I was here. It...    4.0
9443   "I personally love this place. I haven't been ...    5.0
9444   "Stopped by based on the previous reviews. Fir...    5.0
9445   "The reason i gave 1 star is because the gyro ...    4.0
9446   "Inconsistency at its finest. I really hate wh...    4.0
9447   "My hubby and I stopped here for breakfast whi...    4.0
9448   "One of our favorite go to places for lunch or...    5.0
9449   "Best Mexican food in the valley. I go there e...    5.0
9450   "Great place, portions might be a tad to big f...    4.0
9451   "So it's a chain, which means I'm not expectin...    1.0
9452   "Had Lunch no. 1 consisting of soggy taco with...    1.0
9453   "I visited Padre's some months ago and was ple...    3.0
9454   "I found the real Mexican flavor on Toronto!!!...    5.0
9455   "I understand that it just opened, but we stop...    1.0
9456   "Service was kind of slow, and the food was ok...    3.0
9457   "well, it is about time i find some time to up...    5.0
9458   "I've been coming here for 2 years now and I a...    4.0
9459   "Good food. Bad service when it's really busy....    1.0
9460   "This is a great place to have a fantastic mea...    5.0
9461   "Good drinks,good food. Service was strange. O...    4.0
9462   "Chill atmosphere with a cool theme.  Try an a...    5.0
9463   "Ive been to this place twice. The food is the...    5.0
9464   "We were very upset when our favorite bbq plac...    5.0
9465   "Always consistent and delicious! Love the gre...    5.0
9466   "Typical bar food with a friendly staff!  Ther...    5.0
9467   "My boyfriend and I went to cracker barrel the...    4.0
9468   "Finally got a chance to give this place the p...    5.0
9469   "I consider myself a sushi fan, not sushi snob...    3.0
9470   "If you like Chinese food, you'll like Tao Gar...    4.0
9471   "very good ramen. Old school spot on Spring Mo...    4.0
9472   "To start, I'm anticipating they went for a co...    5.0
9473   "Hier passt alles! Stilvolles Ambiente, gutes ...    5.0
9474   "It's great.  Great Beer - Great Food.  Leave ...    5.0
9475   "Loved the atmosphere, the servers and most of...    5.0
9476   "this place is great to go with lots of friend...    5.0
9477   "I'm from the south, Mississippi to be exact a...    4.0
9478   "Outstanding! I don't even like Italian food t...    5.0
9479   "This location has decent service. I come here...    4.0
9480   "Really good food at reasonable prices. We has...    5.0
9481   "I usually go to Annona for breakfast but toda...    5.0
